TxHash,WalletAddress,AmountBTC,Status,Timestamp,NetworkFee,BlockNumber
TX-6FIR0STX,Wallet_YNLT4V,3.0702,CONFIRMED,MATCHED_VAL-MATCHED_VAL-MATCHED_VAL MATCHED_VAL:MATCHED_VAL:MATCHED_VAL,0.00076,835637
TX-DIAL3PTU,Wallet_CPTX94,0.5765,PENDING,MATCHED_VAL-MATCHED_VAL-MATCHED_VAL MATCHED_VAL:MATCHED_VAL:MATCHED_VAL,0.00272,817296
TX-4RYCBKKQ,Wallet_1UYVLV,3.2668,CONFIRMED,MATCHED_VAL-MATCHED_VAL-MATCHED_VAL MATCHED_VAL:MATCHED_VAL:MATCHED_VAL,0.00176,831434
TX-O178GIHQ,Wallet_FAS8ZI,4.1062,CONFIRMED,MATCHED_VAL-MATCHED_VAL-MATCHED_VAL MATCHED_VAL:MATCHED_VAL:MATCHED_VAL,0.00223,839366
TX-FOGM8RKQ,Wallet_J8KW41,1.1037,CONFIRMED,MATCHED_VAL-MATCHED_VAL-MATCHED_VAL MATCHED_VAL:MATCHED_VAL:MATCHED_VAL,0.00109,819117
TX-O5VSICE8,Wallet_WI5GRM,4.1392,CONFIRMED,MATCHED_VAL-MATCHED_VAL-MATCHED_VAL MATCHED_VAL:MATCHED_VAL:MATCHED_VAL,0.0023,812741
TX-50KA6GDA,Wallet_UNFON3,2.7004,CONFIRMED,MATCHED_VAL-MATCHED_VAL-MATCHED_VAL MATCHED_VAL:MATCHED_VAL:MATCHED_VAL,0.00409,832468
TX-IH8CJ4B8,Wallet_EF0XHR,3.5261,CONFIRMED,MATCHED_VAL-MATCHED_VAL-MATCHED_VAL MATCHED_VAL:MATCHED_VAL:MATCHED_VAL,0.0004,849588
TX-56RUB1RY,Wallet_YH5QY9,4.2587,FAILED,MATCHED_VAL-MATCHED_VAL-MATCHED_VAL MATCHED_VAL:MATCHED_VAL:MATCHED_VAL,0.00464,805455
TX-LEMDGHO4,Wallet_00BLLO,4.5596,CONFIRMED,MATCHED_VAL-MATCHED_VAL-MATCHED_VAL MATCHED_VAL:MATCHED_VAL:MATCHED_VAL,0.0008,839680
TX-GHCIRPPL,Wallet_R6P2GQ,2.4856,CONFIRMED,MATCHED_VAL-MATCHED_VAL-MATCHED_VAL MATCHED_VAL:MATCHED_VAL:MATCHED_VAL,0.00418,816709
TX-WBVWD1NM,Wallet_UZHO98,2.811,CONFIRMED,MATCHED_VAL-MATCHED_VAL-MATCHED_VAL MATCHED_VAL:MATCHED_VAL:MATCHED_VAL,0.00383,846489
TX-F6FSVV1U,Wallet_C031HJ,0.461,CONFIRMED,MATCHED_VAL-MATCHED_VAL-MATCHED_VAL MATCHED_VAL:MATCHED_VAL:MATCHED_VAL,0.00096,804897
TX-IT94EW1V,Wallet_MFIXJT,3.5984,PENDING,MATCHED_VAL-MATCHED_VAL-MATCHED_VAL MATCHED_VAL:MATCHED_VAL:MATCHED_VAL,0.00129,817473
TX-9NA3LXCQ,Wallet_WAI9YB,1.1142,CONFIRMED,MATCHED_VAL-MATCHED_VAL-MATCHED_VAL MATCHED_VAL:MATCHED_VAL:MATCHED_VAL,0.00453,801282
TX-PRQOWRYH,Wallet_ZQK4DJ,2.9083,CONFIRMED,MATCHED_VAL-MATCHED_VAL-MATCHED_VAL MATCHED_VAL:MATCHED_VAL:MATCHED_VAL,0.00089,802698
TX-QHUI0T6F,Wallet_0YGC7C,2.0504,CONFIRMED,MATCHED_VAL-MATCHED_VAL-MATCHED_VAL MATCHED_VAL:MATCHED_VAL:MATCHED_VAL,0.00442,848249
TX-NZYKZSO1,Wallet_DI0GS0,3.0582,PENDING,MATCHED_VAL-MATCHED_VAL-MATCHED_VAL MATCHED_VAL:MATCHED_VAL:MATCHED_VAL,0.00406,815990
TX-Q25B1LIK,Wallet_4ZHDUI,1.7632,FAILED,MATCHED_VAL-MATCHED_VAL-MATCHED_VAL MATCHED_VAL:MATCHED_VAL:MATCHED_VAL,0.00451,846746
TX-0245EI1F,Wallet_C26N2N,0.9359,CONFIRMED,MATCHED_VAL-MATCHED_VAL-MATCHED_VAL MATCHED_VAL:MATCHED_VAL:MATCHED_VAL,0.0045,825347
TX-0O9VOWX6,Wallet_WSAFDQ,0.8394,CONFIRMED,MATCHED_VAL-MATCHED_VAL-MATCHED_VAL MATCHED_VAL:MATCHED_VAL:MATCHED_VAL,0.00467,831127
TX-GT70RFCM,Wallet_86UOE3,3.6956,CONFIRMED,MATCHED_VAL-MATCHED_VAL-MATCHED_VAL MATCHED_VAL:MATCHED_VAL:MATCHED_VAL,0.00036,834240
TX-3KSG5R3Y,Wallet_V2RI53,4.1172,CONFIRMED,MATCHED_VAL-MATCHED_VAL-MATCHED_VAL MATCHED_VAL:MATCHED_VAL:MATCHED_VAL,0.00265,814510
TX-LHURGW0S,Wallet_LK23GZ,4.1186,CONFIRMED,MATCHED_VAL-MATCHED_VAL-MATCHED_VAL MATCHED_VAL:MATCHED_VAL:MATCHED_VAL,0.00274,840642
TX-ISGZSP38,Wallet_DKIA6J,4.8292,CONFIRMED,MATCHED_VAL-MATCHED_VAL-MATCHED_VAL MATCHED_VAL:MATCHED_VAL:MATCHED_VAL,0.00401,820997
TX-DGLFKO1G,Wallet_49PPAB,1.4695,CONFIRMED,MATCHED_VAL-MATCHED_VAL-MATCHED_VAL MATCHED_VAL:MATCHED_VAL:MATCHED_VAL,0.00341,838727
TX-GG02O8ED,Wallet_PF3Y1N,3.6578,CONFIRMED,MATCHED_VAL-MATCHED_VAL-MATCHED_VAL MATCHED_VAL:MATCHED_VAL:MATCHED_VAL,0.00045,807805
TX-YO818ODP,Wallet_HON906,0.7201,CONFIRMED,MATCHED_VAL-MATCHED_VAL-MATCHED_VAL MATCHED_VAL:MATCHED_VAL:MATCHED_VAL,0.00113,816190
TX-DDWU0J8N,Wallet_JIV8K8,1.9149,CONFIRMED,MATCHED_VAL-MATCHED_VAL-MATCHED_VAL MATCHED_VAL:MATCHED_VAL:MATCHED_VAL,0.00378,827035
TX-BNCIT8XA,Wallet_UCCK5N,2.8163,CONFIRMED,MATCHED_VAL-MATCHED_VAL-MATCHED_VAL MATCHED_VAL:MATCHED_VAL:MATCHED_VAL,0.00245,822293
TX-COOUFYT5,Wallet_8684N9,0.1462,CONFIRMED,MATCHED_VAL-MATCHED_VAL-MATCHED_VAL MATCHED_VAL:MATCHED_VAL:MATCHED_VAL,0.00097,846992
TX-EV3H00ON,Wallet_FJTV45,3.2426,PENDING,MATCHED_VAL-MATCHED_VAL-MATCHED_VAL MATCHED_VAL:MATCHED_VAL:MATCHED_VAL,0.00209,820759
TX-IOAEYK8F,Wallet_A4H9KM,1.3448,CONFIRMED,MATCHED_VAL-MATCHED_VAL-MATCHED_VAL MATCHED_VAL:MATCHED_VAL:MATCHED_VAL,0.00453,831555
TX-AD8EAF2H,Wallet_22SSAJ,2.2649,CONFIRMED,MATCHED_VAL-MATCHED_VAL-MATCHED_VAL MATCHED_VAL:MATCHED_VAL:MATCHED_VAL,0.00437,803302
TX-7BT3Z5R9,Wallet_BPTUWO,4.3157,CONFIRMED,MATCHED_VAL-MATCHED_VAL-MATCHED_VAL MATCHED_VAL:MATCHED_VAL:MATCHED_VAL,0.00169,838052
TX-372QTE5R,Wallet_VPZ7DQ,1.3159,CONFIRMED,MATCHED_VAL-MATCHED_VAL-MATCHED_VAL MATCHED_VAL:MATCHED_VAL:MATCHED_VAL,0.00369,823598
TX-21E7WJ4N,Wallet_I5WNYP,1.259,CONFIRMED,MATCHED_VAL-MATCHED_VAL-MATCHED_VAL MATCHED_VAL:MATCHED_VAL:MATCHED_VAL,0.00406,846835
TX-5UAZUENE,Wallet_K7Z4E6,0.9005,CONFIRMED,MATCHED_VAL-MATCHED_VAL-MATCHED_VAL MATCHED_VAL:MATCHED_VAL:MATCHED_VAL,0.0031,848602
TX-D248BQ2J,Wallet_VVA21M,0.4301,CONFIRMED,MATCHED_VAL-MATCHED_VAL-MATCHED_VAL MATCHED_VAL:MATCHED_VAL:MATCHED_VAL,0.00134,825853
TX-DWKO5DA2,Wallet_UXU1LD,1.489,CONFIRMED,MATCHED_VAL-MATCHED_VAL-MATCHED_VAL MATCHED_VAL:MATCHED_VAL:MATCHED_VAL,0.0017,821204
TX-F2UTPCX8,Wallet_YEY7M9,3.8971,CONFIRMED,MATCHED_VAL-MATCHED_VAL-MATCHED_VAL MATCHED_VAL:MATCHED_VAL:MATCHED_VAL,0.00194,843827
TX-PI20FRNW,Wallet_7LN97W,4.5714,CONFIRMED,MATCHED_VAL-MATCHED_VAL-MATCHED_VAL MATCHED_VAL:MATCHED_VAL:MATCHED_VAL,0.00077,830403
TX-9WR1PXJG,Wallet_GWB8MY,3.8802,CONFIRMED,MATCHED_VAL-MATCHED_VAL-MATCHED_VAL MATCHED_VAL:MATCHED_VAL:MATCHED_VAL,0.00397,843697
TX-VFB4H4G9,Wallet_09PR4Y,0.5167,CONFIRMED,MATCHED_VAL-MATCHED_VAL-MATCHED_VAL MATCHED_VAL:MATCHED_VAL:MATCHED_VAL,0.0022,824832
TX-BEBTP9OE,Wallet_2RF290,3.4446,PENDING,MATCHED_VAL-MATCHED_VAL-MATCHED_VAL MATCHED_VAL:MATCHED_VAL:MATCHED_VAL,0.00448,816778
TX-K7D85AJG,Wallet_C8SKN0,3.057,CONFIRMED,MATCHED_VAL-MATCHED_VAL-MATCHED_VAL MATCHED_VAL:MATCHED_VAL:MATCHED_VAL,0.00321,836265
TX-QKNL5NME,Wallet_31Y4ED,2.2196,CONFIRMED,MATCHED_VAL-MATCHED_VAL-MATCHED_VAL MATCHED_VAL:MATCHED_VAL:MATCHED_VAL,0.00225,810978
TX-NUUDZQTC,Wallet_BGFZA0,0.6976,PENDING,MATCHED_VAL-MATCHED_VAL-MATCHED_VAL MATCHED_VAL:MATCHED_VAL:MATCHED_VAL,0.00411,826808
TX-19X9VH5K,Wallet_1Z8I2Q,3.6917,CONFIRMED,MATCHED_VAL-MATCHED_VAL-MATCHED_VAL MATCHED_VAL:MATCHED_VAL:MATCHED_VAL,0.00396,849971
TX-ZV27MSXB,Wallet_6UZC07,0.8856,FAILED,MATCHED_VAL-MATCHED_VAL-MATCHED_VAL MATCHED_VAL:MATCHED_VAL:MATCHED_VAL,0.00159,841150
TX-ZK9V5B7D,Wallet_KBRZ2X,3.0165,PENDING,MATCHED_VAL-MATCHED_VAL-MATCHED_VAL MATCHED_VAL:MATCHED_VAL:MATCHED_VAL,0.00114,814712
TX-W9MXZZON,Wallet_VT6VLB,0.2624,PENDING,MATCHED_VAL-MATCHED_VAL-MATCHED_VAL MATCHED_VAL:MATCHED_VAL:MATCHED_VAL,0.00208,811263
TX-6MNFSKPJ,Wallet_0BLWRK,0.9512,CONFIRMED,MATCHED_VAL-MATCHED_VAL-MATCHED_VAL MATCHED_VAL:MATCHED_VAL:MATCHED_VAL,0.00275,827108
TX-BUS2V028,Wallet_OKUEDM,4.1495,CONFIRMED,MATCHED_VAL-MATCHED_VAL-MATCHED_VAL MATCHED_VAL:MATCHED_VAL:MATCHED_VAL,0.00278,826562
TX-8LZVHFG4,Wallet_8WQUB2,0.1552,CONFIRMED,MATCHED_VAL-MATCHED_VAL-MATCHED_VAL MATCHED_VAL:MATCHED_VAL:MATCHED_VAL,0.00329,840629
TX-QA8LIZHS,Wallet_Y1AP8A,0.8726,CONFIRMED,MATCHED_VAL-MATCHED_VAL-MATCHED_VAL MATCHED_VAL:MATCHED_VAL:MATCHED_VAL,0.00287,810759
TX-0BOOMB1V,Wallet_8RNOSE,1.4355,CONFIRMED,MATCHED_VAL-MATCHED_VAL-MATCHED_VAL MATCHED_VAL:MATCHED_VAL:MATCHED_VAL,0.0019,817819
TX-U2W2LSM2,Wallet_BLVI2X,0.0977,FAILED,MATCHED_VAL-MATCHED_VAL-MATCHED_VAL MATCHED_VAL:MATCHED_VAL:MATCHED_VAL,0.00476,835633
TX-ZAFW8O4T,Wallet_QNG4W8,1.5086,CONFIRMED,MATCHED_VAL-MATCHED_VAL-MATCHED_VAL MATCHED_VAL:MATCHED_VAL:MATCHED_VAL,0.00108,828748
TX-NQUKTX2L,Wallet_OQITL4,4.1964,CONFIRMED,MATCHED_VAL-MATCHED_VAL-MATCHED_VAL MATCHED_VAL:MATCHED_VAL:MATCHED_VAL,0.00098,843000
TX-HF1CBBWB,Wallet_1HD6U3,1.3411,CONFIRMED,MATCHED_VAL-MATCHED_VAL-MATCHED_VAL MATCHED_VAL:MATCHED_VAL:MATCHED_VAL,0.00469,827273
TX-9ID2S0ZY,Wallet_DEBDDO,2.8556,CONFIRMED,MATCHED_VAL-MATCHED_VAL-MATCHED_VAL MATCHED_VAL:MATCHED_VAL:MATCHED_VAL,0.00253,823833
TX-92CSKEZO,Wallet_O0H2X9,3.4136,CONFIRMED,MATCHED_VAL-MATCHED_VAL-MATCHED_VAL MATCHED_VAL:MATCHED_VAL:MATCHED_VAL,0.00408,802052
TX-HLKMJFW3,Wallet_0NLMF5,0.6698,CONFIRMED,MATCHED_VAL-MATCHED_VAL-MATCHED_VAL MATCHED_VAL:MATCHED_VAL:MATCHED_VAL,0.00261,849579
TX-PCY1JZ89,Wallet_YL2ACQ,2.1208,CONFIRMED,MATCHED_VAL-MATCHED_VAL-MATCHED_VAL MATCHED_VAL:MATCHED_VAL:MATCHED_VAL,0.00022,801278
TX-TRAIK31L,Wallet_WTNPZZ,0.1324,CONFIRMED,MATCHED_VAL-MATCHED_VAL-MATCHED_VAL MATCHED_VAL:MATCHED_VAL:MATCHED_VAL,0.00108,822424
TX-W3J9M3CP,Wallet_QL02OH,1.773,CONFIRMED,MATCHED_VAL-MATCHED_VAL-MATCHED_VAL MATCHED_VAL:MATCHED_VAL:MATCHED_VAL,0.00154,827368
TX-P8WDAHFI,Wallet_HEKUPE,3.1402,FAILED,MATCHED_VAL-MATCHED_VAL-MATCHED_VAL MATCHED_VAL:MATCHED_VAL:MATCHED_VAL,0.00023,829430
TX-JJNCCNGQ,Wallet_DYUWK6,0.1096,CONFIRMED,MATCHED_VAL-MATCHED_VAL-MATCHED_VAL MATCHED_VAL:MATCHED_VAL:MATCHED_VAL,0.00288,814402
TX-370G7K99,Wallet_EXV4PI,1.2723,CONFIRMED,MATCHED_VAL-MATCHED_VAL-MATCHED_VAL MATCHED_VAL:MATCHED_VAL:MATCHED_VAL,0.00379,815818
TX-MXUWG4N3,Wallet_OLBBO8,4.5338,CONFIRMED,MATCHED_VAL-MATCHED_VAL-MATCHED_VAL MATCHED_VAL:MATCHED_VAL:MATCHED_VAL,0.00424,820301
TX-6EWZKXC9,Wallet_KU6XI8,3.2622,CONFIRMED,MATCHED_VAL-MATCHED_VAL-MATCHED_VAL MATCHED_VAL:MATCHED_VAL:MATCHED_VAL,0.00078,840508
TX-X9FHDYT4,Wallet_03TJMP,2.451,CONFIRMED,MATCHED_VAL-MATCHED_VAL-MATCHED_VAL MATCHED_VAL:MATCHED_VAL:MATCHED_VAL,0.0011,826496
TX-5W5A96ED,Wallet_XWVX6F,0.415,CONFIRMED,MATCHED_VAL-MATCHED_VAL-MATCHED_VAL MATCHED_VAL:MATCHED_VAL:MATCHED_VAL,0.00428,839162
TX-MREGABMA,Wallet_1TZOFJ,1.5385,CONFIRMED,MATCHED_VAL-MATCHED_VAL-MATCHED_VAL MATCHED_VAL:MATCHED_VAL:MATCHED_VAL,0.00127,841433
TX-GHH9938W,Wallet_WKZYCG,4.5666,CONFIRMED,MATCHED_VAL-MATCHED_VAL-MATCHED_VAL MATCHED_VAL:MATCHED_VAL:MATCHED_VAL,0.00108,829558
TX-N38S4GTR,Wallet_UQ5OUK,3.6441,CONFIRMED,MATCHED_VAL-MATCHED_VAL-MATCHED_VAL MATCHED_VAL:MATCHED_VAL:MATCHED_VAL,0.00336,812667
TX-R5YTITD2,Wallet_0WC749,2.7571,CONFIRMED,MATCHED_VAL-MATCHED_VAL-MATCHED_VAL MATCHED_VAL:MATCHED_VAL:MATCHED_VAL,0.00363,840968
TX-683JIIN1,Wallet_22ELX0,1.3756,CONFIRMED,MATCHED_VAL-MATCHED_VAL-MATCHED_VAL MATCHED_VAL:MATCHED_VAL:MATCHED_VAL,0.00111,809468
TX-30SYQGPP,Wallet_X8LZI3,3.6591,CONFIRMED,MATCHED_VAL-MATCHED_VAL-MATCHED_VAL MATCHED_VAL:MATCHED_VAL:MATCHED_VAL,0.00011,817216
TX-RG9AVVKM,Wallet_Q3TBP7,1.3428,PENDING,MATCHED_VAL-MATCHED_VAL-MATCHED_VAL MATCHED_VAL:MATCHED_VAL:MATCHED_VAL,0.00073,826313
TX-QQNCUYR5,Wallet_LTJIVV,2.5817,PENDING,MATCHED_VAL-MATCHED_VAL-MATCHED_VAL MATCHED_VAL:MATCHED_VAL:MATCHED_VAL,0.00151,825336
